,_cumulative_episode,_episode,_season,twss_count,first_episode,Michael,Jim,Pam,Dwight,Jan,Stanley,Oscar,Angela,Kevin,Ryan,Roy,Toby,Kelly,Meredith,Darryl,last_episode,Creed,Andy,Holly,Pete,Erin,Gabe,Clark,Robert,Nellie
108,108.0,18.0,6.0,0.0,0.0,699.0,464.0,462.0,221.0,0.0,13.0,3.0,51.0,79.0,6.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,347.0,0.0,0.0,188.0,0.0,132.0,0.0,0.0
109,109.0,19.0,6.0,0.0,0.0,714.0,328.0,25.0,392.0,0.0,1.0,35.0,38.0,43.0,21.0,0.0,0.0,28.0,54.0,0.0,0.0,0.0,225.0,0.0,0.0,194.0,71.0,0.0,0.0,0.0
110,110.0,20.0,6.0,1.0,0.0,1289.0,449.0,28.0,546.0,0.0,84.0,9.0,89.0,61.0,18.0,0.0,31.0,90.0,28.0,71.0,0.0,0.0,163.0,0.0,0.0,102.0,61.0,0.0,0.0,0.0
111,111.0,21.0,6.0,0.0,0.0,715.0,244.0,198.0,263.0,0.0,2.0,148.0,128.0,51.0,43.0,0.0,0.0,31.0,8.0,148.0,0.0,6.0,383.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
112,112.0,22.0,6.0,0.0,0.0,604.0,107.0,266.0,214.0,0.0,0.0,37.0,52.0,222.0,27.0,0.0,55.0,35.0,48.0,31.0,0.0,0.0,508.0,0.0,0.0,540.0,416.0,0.0,0.0,0.0
113,113.0,23.0,6.0,0.0,0.0,980.0,230.0,288.0,626.0,0.0,24.0,136.0,23.0,80.0,39.0,0.0,0.0,313.0,0.0,50.0,0.0,15.0,62.0,0.0,0.0,74.0,189.0,0.0,0.0,0.0
114,114.0,24.0,6.0,0.0,0.0,1016.0,150.0,490.0,612.0,0.0,29.0,6.0,0.0,0.0,65.0,0.0,0.0,63.0,15.0,301.0,0.0,76.0,341.0,0.0,0.0,18.0,134.0,0.0,0.0,0.0
115,115.0,25.0,6.0,0.0,0.0,1325.0,118.0,293.0,419.0,0.0,24.0,27.0,155.0,21.0,110.0,0.0,70.0,49.0,33.0,79.0,0.0,34.0,470.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0
116,116.0,26.0,6.0,0.0,0.0,1012.0,90.0,199.0,312.0,0.0,10.0,20.0,49.0,50.0,84.0,0.0,32.0,87.0,0.0,64.0,1.0,28.0,212.0,0.0,0.0,30.0,81.0,0.0,0.0,0.0
117,117.0,1.0,7.0,0.0,1.0,1044.0,264.0,230.0,256.0,0.0,23.0,81.0,40.0,41.0,23.0,0.0,22.0,99.0,17.0,70.0,0.0,66.0,185.0,0.0,0.0,80.0,131.0,0.0,0.0,0.0
118,118.0,2.0,7.0,0.0,0.0,659.0,266.0,472.0,599.0,0.0,23.0,26.0,20.0,0.0,24.0,0.0,325.0,50.0,0.0,33.0,0.0,6.0,188.0,0.0,0.0,62.0,185.0,0.0,0.0,0.0
119,119.0,3.0,7.0,0.0,0.0,534.0,153.0,193.0,192.0,0.0,15.0,6.0,194.0,0.0,0.0,0.0,0.0,15.0,16.0,90.0,0.0,35.0,590.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0
120,120.0,4.0,7.0,0.0,0.0,1000.0,19.0,94.0,534.0,274.0,23.0,56.0,29.0,51.0,4.0,0.0,0.0,33.0,66.0,114.0,0.0,7.0,523.0,150.0,0.0,12.0,80.0,0.0,0.0,0.0
121,121.0,5.0,7.0,0.0,0.0,1166.0,379.0,90.0,515.0,0.0,24.0,89.0,6.0,81.0,32.0,0.0,0.0,20.0,146.0,139.0,0.0,9.0,404.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
122,122.0,6.0,7.0,0.0,0.0,892.0,366.0,326.0,240.0,0.0,63.0,127.0,92.0,202.0,52.0,0.0,14.0,60.0,7.0,186.0,0.0,39.0,242.0,0.0,0.0,54.0,211.0,0.0,0.0,0.0
123,123.0,7.0,7.0,0.0,0.0,998.0,352.0,388.0,287.0,0.0,37.0,27.0,104.0,54.0,63.0,0.0,68.0,16.0,0.0,17.0,0.0,0.0,278.0,0.0,0.0,92.0,22.0,0.0,0.0,0.0
124,124.0,8.0,7.0,1.0,0.0,844.0,161.0,300.0,374.0,0.0,1.0,64.0,74.0,78.0,67.0,0.0,0.0,170.0,0.0,0.0,0.0,28.0,310.0,0.0,0.0,383.0,202.0,0.0,0.0,0.0
125,125.0,9.0,7.0,0.0,0.0,733.0,294.0,260.0,498.0,0.0,75.0,44.0,138.0,78.0,601.0,0.0,0.0,86.0,0.0,0.0,0.0,53.0,77.0,0.0,0.0,39.0,140.0,0.0,0.0,0.0
126,126.0,10.0,7.0,0.0,0.0,747.0,268.0,471.0,766.0,0.0,55.0,254.0,37.0,53.0,48.0,0.0,0.0,65.0,10.0,130.0,0.0,13.0,191.0,0.0,0.0,102.0,8.0,0.0,0.0,0.0
127,127.0,11.0,7.0,0.0,0.0,1875.0,433.0,803.0,469.0,0.0,78.0,72.0,231.0,166.0,132.0,0.0,254.0,168.0,70.0,313.0,0.0,24.0,309.0,487.0,0.0,131.0,68.0,0.0,23.0,0.0
128,128.0,12.0,7.0,0.0,0.0,925.0,44.0,324.0,385.0,0.0,0.0,24.0,14.0,166.0,49.0,0.0,0.0,48.0,13.0,220.0,0.0,85.0,214.0,251.0,0.0,140.0,2.0,0.0,0.0,0.0
129,129.0,13.0,7.0,1.0,0.0,516.0,204.0,148.0,125.0,0.0,3.0,114.0,0.0,152.0,44.0,0.0,0.0,130.0,0.0,31.0,0.0,50.0,803.0,78.0,0.0,163.0,135.0,0.0,0.0,0.0
130,130.0,14.0,7.0,0.0,0.0,689.0,310.0,249.0,331.0,0.0,14.0,76.0,15.0,26.0,84.0,0.0,0.0,122.0,7.0,100.0,0.0,0.0,49.0,222.0,0.0,138.0,391.0,0.0,0.0,0.0
131,131.0,15.0,7.0,1.0,0.0,795.0,139.0,206.0,228.0,0.0,3.0,88.0,53.0,89.0,83.0,0.0,0.0,12.0,6.0,131.0,0.0,12.0,251.0,303.0,0.0,240.0,348.0,0.0,0.0,0.0
132,132.0,16.0,7.0,0.0,0.0,610.0,102.0,109.0,63.0,31.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,17.0,98.0,0.0,32.0,0.0,0.0,0.0,0.0
133,133.0,17.0,7.0,0.0,0.0,766.0,444.0,399.0,600.0,0.0,9.0,26.0,4.0,138.0,51.0,0.0,0.0,39.0,45.0,0.0,0.0,0.0,518.0,256.0,0.0,196.0,4.0,0.0,0.0,0.0
134,134.0,18.0,7.0,0.0,0.0,972.0,232.0,334.0,384.0,0.0,3.0,93.0,4.0,145.0,140.0,0.0,0.0,34.0,7.0,82.0,0.0,0.0,125.0,319.0,0.0,0.0,4.0,0.0,0.0,0.0
135,135.0,19.0,7.0,0.0,0.0,821.0,94.0,68.0,136.0,0.0,20.0,65.0,53.0,33.0,23.0,0.0,0.0,50.0,4.0,69.0,0.0,0.0,202.0,0.0,0.0,80.0,68.0,0.0,0.0,0.0
136,136.0,20.0,7.0,0.0,0.0,1326.0,241.0,160.0,203.0,0.0,19.0,44.0,30.0,44.0,82.0,0.0,76.0,0.0,74.0,30.0,0.0,6.0,60.0,0.0,0.0,197.0,45.0,0.0,0.0,0.0
137,137.0,21.0,7.0,1.0,0.0,2129.0,199.0,227.0,344.0,0.0,36.0,39.0,88.0,63.0,25.0,0.0,59.0,37.0,78.0,33.0,0.0,16.0,212.0,59.0,0.0,96.0,141.0,0.0,0.0,0.0
138,138.0,22.0,7.0,0.0,0.0,0.0,370.0,303.0,188.0,0.0,0.0,13.0,59.0,134.0,254.0,0.0,1.0,189.0,0.0,60.0,0.0,0.0,207.0,0.0,0.0,19.0,62.0,0.0,0.0,0.0
139,139.0,23.0,7.0,0.0,0.0,0.0,626.0,84.0,1097.0,0.0,23.0,39.0,54.0,156.0,12.0,0.0,63.0,75.0,19.0,42.0,0.0,14.0,235.0,0.0,0.0,91.0,291.0,0.0,0.0,0.0
140,140.0,24.0,7.0,0.0,0.0,0.0,1074.0,269.0,655.0,0.0,94.0,156.0,272.0,164.0,181.0,0.0,145.0,298.0,60.0,390.0,1.0,346.0,482.0,0.0,0.0,260.0,423.0,0.0,319.0,211.0
141,141.0,1.0,8.0,0.0,1.0,0.0,468.0,278.0,417.0,0.0,107.0,72.0,61.0,78.0,131.0,0.0,65.0,69.0,62.0,32.0,0.0,18.0,866.0,0.0,0.0,89.0,117.0,0.0,416.0,0.0
142,142.0,2.0,8.0,0.0,0.0,0.0,539.0,243.0,235.0,0.0,52.0,36.0,117.0,187.0,28.0,0.0,5.0,65.0,16.0,131.0,0.0,0.0,1186.0,0.0,0.0,183.0,0.0,0.0,312.0,0.0
143,143.0,3.0,8.0,0.0,0.0,0.0,571.0,229.0,402.0,0.0,0.0,224.0,19.0,219.0,86.0,0.0,45.0,79.0,40.0,598.0,0.0,22.0,1024.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
144,144.0,4.0,8.0,0.0,0.0,0.0,279.0,139.0,355.0,0.0,16.0,70.0,175.0,50.0,76.0,0.0,40.0,19.0,77.0,141.0,0.0,0.0,807.0,0.0,0.0,22.0,86.0,0.0,286.0,0.0
145,145.0,5.0,8.0,0.0,0.0,0.0,389.0,253.0,169.0,0.0,43.0,96.0,64.0,68.0,16.0,0.0,85.0,90.0,139.0,45.0,0.0,29.0,421.0,0.0,0.0,497.0,105.0,0.0,557.0,0.0
146,146.0,6.0,8.0,0.0,0.0,0.0,398.0,190.0,867.0,0.0,163.0,107.0,52.0,54.0,33.0,0.0,51.0,49.0,0.0,113.0,0.0,0.0,573.0,0.0,0.0,68.0,344.0,0.0,293.0,0.0
147,147.0,7.0,8.0,0.0,0.0,0.0,299.0,586.0,706.0,0.0,0.0,24.0,0.0,90.0,61.0,0.0,52.0,124.0,0.0,187.0,0.0,9.0,441.0,0.0,0.0,66.0,30.0,0.0,77.0,0.0
148,148.0,8.0,8.0,0.0,0.0,0.0,329.0,184.0,382.0,0.0,93.0,122.0,10.0,236.0,213.0,0.0,0.0,26.0,2.0,98.0,0.0,0.0,1018.0,0.0,0.0,86.0,293.0,0.0,283.0,0.0
149,149.0,9.0,8.0,0.0,0.0,0.0,497.0,0.0,770.0,0.0,3.0,116.0,7.0,51.0,29.0,0.0,15.0,14.0,18.0,241.0,0.0,14.0,610.0,0.0,0.0,59.0,52.0,0.0,537.0,0.0
150,150.0,10.0,8.0,0.0,0.0,0.0,481.0,0.0,389.0,0.0,101.0,50.0,16.0,52.0,53.0,0.0,97.0,75.0,142.0,96.0,0.0,20.0,996.0,0.0,0.0,373.0,0.0,0.0,386.0,0.0
151,151.0,11.0,8.0,0.0,0.0,0.0,159.0,0.0,412.0,0.0,52.0,241.0,13.0,182.0,47.0,0.0,0.0,100.0,26.0,78.0,0.0,18.0,641.0,0.0,0.0,37.0,281.0,0.0,378.0,0.0
152,152.0,12.0,8.0,0.0,0.0,0.0,320.0,0.0,397.0,0.0,51.0,82.0,27.0,113.0,81.0,0.0,44.0,64.0,77.0,101.0,0.0,0.0,388.0,0.0,0.0,573.0,82.0,0.0,537.0,0.0
153,153.0,13.0,8.0,0.0,0.0,0.0,850.0,179.0,889.0,0.0,108.0,229.0,220.0,84.0,16.0,0.0,38.0,22.0,25.0,136.0,0.0,33.0,584.0,0.0,0.0,104.0,52.0,0.0,0.0,0.0
154,154.0,14.0,8.0,0.0,0.0,0.0,287.0,237.0,1171.0,0.0,92.0,26.0,115.0,74.0,179.0,0.0,15.0,76.0,18.0,210.0,0.0,2.0,438.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0
155,155.0,15.0,8.0,0.0,0.0,0.0,309.0,88.0,1116.0,0.0,112.0,9.0,0.0,24.0,73.0,0.0,0.0,40.0,23.0,81.0,0.0,15.0,278.0,0.0,0.0,184.0,0.0,0.0,0.0,556.0
156,156.0,16.0,8.0,0.0,0.0,0.0,405.0,160.0,847.0,0.0,66.0,92.0,47.0,25.0,163.0,0.0,0.0,140.0,0.0,99.0,0.0,0.0,245.0,0.0,0.0,138.0,47.0,0.0,0.0,272.0
157,157.0,17.0,8.0,0.0,0.0,0.0,394.0,75.0,755.0,0.0,3.0,55.0,44.0,91.0,259.0,0.0,278.0,111.0,20.0,33.0,0.0,6.0,399.0,0.0,0.0,158.0,0.0,0.0,0.0,282.0
158,158.0,18.0,8.0,0.0,0.0,0.0,435.0,103.0,606.0,0.0,9.0,108.0,17.0,302.0,9.0,0.0,154.0,73.0,13.0,345.0,0.0,16.0,334.0,0.0,0.0,214.0,13.0,0.0,0.0,179.0
159,159.0,19.0,8.0,0.0,0.0,0.0,301.0,192.0,198.0,0.0,4.0,17.0,17.0,51.0,10.0,0.0,58.0,2.0,12.0,15.0,0.0,5.0,449.0,0.0,0.0,329.0,0.0,0.0,291.0,751.0
160,160.0,20.0,8.0,0.0,0.0,0.0,386.0,332.0,205.0,0.0,3.0,109.0,84.0,34.0,22.0,0.0,0.0,0.0,0.0,28.0,0.0,55.0,562.0,0.0,0.0,178.0,17.0,0.0,234.0,388.0
161,161.0,21.0,8.0,0.0,0.0,0.0,145.0,354.0,289.0,0.0,2.0,48.0,21.0,66.0,524.0,0.0,11.0,126.0,4.0,51.0,0.0,14.0,588.0,0.0,0.0,192.0,57.0,0.0,251.0,313.0
162,162.0,22.0,8.0,0.0,0.0,0.0,233.0,165.0,344.0,0.0,7.0,189.0,74.0,296.0,218.0,0.0,0.0,0.0,7.0,74.0,0.0,11.0,589.0,0.0,0.0,73.0,0.0,0.0,196.0,203.0
163,163.0,23.0,8.0,0.0,0.0,0.0,368.0,137.0,498.0,0.0,5.0,4.0,51.0,4.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,2.0,465.0,0.0,0.0,88.0,157.0,0.0,442.0,176.0
164,164.0,24.0,8.0,0.0,0.0,0.0,221.0,117.0,251.0,0.0,6.0,139.0,176.0,23.0,0.0,0.0,51.0,50.0,8.0,235.0,1.0,9.0,555.0,0.0,0.0,104.0,11.0,0.0,264.0,119.0
165,165.0,1.0,9.0,0.0,1.0,0.0,265.0,184.0,549.0,0.0,17.0,69.0,228.0,161.0,43.0,0.0,158.0,27.0,11.0,23.0,0.0,62.0,480.0,0.0,105.0,81.0,0.0,184.0,0.0,95.0
166,166.0,2.0,9.0,0.0,0.0,0.0,394.0,517.0,300.0,0.0,3.0,60.0,80.0,107.0,0.0,159.0,32.0,0.0,15.0,129.0,0.0,31.0,331.0,0.0,166.0,330.0,0.0,322.0,0.0,344.0
167,167.0,3.0,9.0,0.0,0.0,0.0,216.0,346.0,251.0,0.0,16.0,110.0,8.0,13.0,0.0,0.0,0.0,0.0,10.0,322.0,0.0,0.0,718.0,0.0,28.0,155.0,0.0,40.0,0.0,472.0
168,168.0,4.0,9.0,0.0,0.0,0.0,668.0,204.0,682.0,0.0,63.0,112.0,53.0,125.0,0.0,0.0,14.0,0.0,35.0,56.0,0.0,25.0,507.0,0.0,8.0,113.0,0.0,51.0,0.0,242.0
169,169.0,5.0,9.0,1.0,0.0,0.0,312.0,253.0,514.0,0.0,18.0,17.0,82.0,51.0,0.0,0.0,20.0,0.0,31.0,41.0,0.0,15.0,659.0,0.0,11.0,210.0,0.0,45.0,0.0,209.0
170,170.0,6.0,9.0,0.0,0.0,0.0,97.0,169.0,460.0,0.0,0.0,283.0,111.0,287.0,0.0,0.0,86.0,0.0,37.0,34.0,0.0,7.0,735.0,0.0,75.0,364.0,0.0,0.0,0.0,333.0
171,171.0,7.0,9.0,0.0,0.0,0.0,236.0,473.0,655.0,238.0,0.0,233.0,209.0,12.0,0.0,0.0,56.0,0.0,28.0,22.0,0.0,3.0,181.0,0.0,57.0,168.0,0.0,30.0,0.0,132.0
172,172.0,8.0,9.0,0.0,0.0,0.0,311.0,271.0,611.0,0.0,71.0,299.0,388.0,92.0,0.0,0.0,37.0,0.0,36.0,46.0,0.0,23.0,0.0,0.0,285.0,52.0,0.0,0.0,0.0,56.0
173,173.0,9.0,9.0,0.0,0.0,0.0,555.0,250.0,990.0,0.0,34.0,109.0,62.0,133.0,0.0,0.0,162.0,0.0,53.0,176.0,0.0,14.0,0.0,0.0,207.0,248.0,0.0,0.0,0.0,73.0
174,174.0,10.0,9.0,0.0,0.0,0.0,395.0,578.0,398.0,0.0,31.0,83.0,112.0,141.0,0.0,0.0,0.0,0.0,283.0,206.0,0.0,31.0,0.0,0.0,46.0,336.0,0.0,0.0,0.0,205.0
175,175.0,11.0,9.0,0.0,0.0,0.0,247.0,314.0,737.0,0.0,54.0,183.0,73.0,151.0,0.0,0.0,0.0,0.0,48.0,306.0,0.0,13.0,0.0,0.0,16.0,314.0,0.0,476.0,0.0,78.0
176,176.0,12.0,9.0,0.0,0.0,0.0,568.0,573.0,610.0,0.0,6.0,50.0,74.0,78.0,0.0,0.0,65.0,0.0,13.0,199.0,0.0,5.0,0.0,0.0,90.0,204.0,0.0,14.0,0.0,324.0
177,177.0,13.0,9.0,0.0,0.0,0.0,591.0,177.0,1233.0,0.0,25.0,44.0,18.0,7.0,0.0,0.0,0.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,296.0,0.0,42.0
178,178.0,14.0,9.0,0.0,0.0,0.0,349.0,870.0,480.0,0.0,0.0,180.0,189.0,120.0,0.0,0.0,30.0,0.0,25.0,334.0,0.0,8.0,0.0,0.0,0.0,159.0,0.0,40.0,0.0,84.0
179,179.0,15.0,9.0,0.0,0.0,0.0,375.0,221.0,403.0,74.0,16.0,81.0,61.0,85.0,0.0,0.0,0.0,0.0,44.0,69.0,0.0,0.0,867.0,0.0,115.0,315.0,0.0,117.0,0.0,128.0
180,180.0,16.0,9.0,0.0,0.0,0.0,258.0,498.0,556.0,0.0,32.0,198.0,223.0,21.0,0.0,0.0,254.0,0.0,45.0,45.0,0.0,18.0,1166.0,0.0,294.0,293.0,238.0,63.0,0.0,148.0
181,181.0,17.0,9.0,0.0,0.0,0.0,57.0,235.0,648.0,0.0,36.0,120.0,41.0,113.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,48.0,109.0,0.0,0.0,31.0,0.0,47.0,0.0,24.0
182,182.0,18.0,9.0,0.0,0.0,0.0,214.0,415.0,407.0,0.0,82.0,203.0,337.0,104.0,0.0,0.0,57.0,0.0,34.0,63.0,0.0,0.0,283.0,0.0,20.0,37.0,0.0,205.0,0.0,51.0
183,183.0,19.0,9.0,0.0,0.0,0.0,163.0,122.0,828.0,0.0,199.0,69.0,54.0,54.0,0.0,0.0,158.0,0.0,14.0,0.0,0.0,8.0,495.0,0.0,8.0,140.0,0.0,231.0,141.0,142.0
184,184.0,20.0,9.0,0.0,0.0,0.0,239.0,277.0,274.0,0.0,15.0,14.0,265.0,80.0,0.0,0.0,44.0,0.0,0.0,79.0,0.0,18.0,532.0,0.0,19.0,208.0,0.0,78.0,23.0,286.0
185,185.0,21.0,9.0,0.0,0.0,0.0,569.0,142.0,655.0,0.0,52.0,209.0,387.0,137.0,0.0,0.0,30.0,0.0,15.0,127.0,0.0,34.0,1059.0,0.0,59.0,143.0,0.0,162.0,0.0,117.0
186,186.0,22.0,9.0,0.0,0.0,0.0,1056.0,258.0,1202.0,0.0,54.0,282.0,272.0,261.0,0.0,0.0,0.0,0.0,87.0,324.0,0.0,68.0,603.0,0.0,11.0,169.0,0.0,62.0,0.0,0.0
187,187.0,23.0,9.0,1.0,0.0,23.0,786.0,885.0,1115.0,0.0,94.0,219.0,272.0,281.0,160.0,0.0,108.0,141.0,158.0,177.0,1.0,168.0,430.0,0.0,23.0,129.0,0.0,20.0,0.0,138.0
